case_id,resource,role,activity,start_time,end_time,enabled_time,age,priority
517,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-27T13:15:14.385,2023-03-27T13:29:27.405,2023-03-27T13:15:14.385,18,medium
518,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-27T13:13:12.639,2023-03-27T13:33:12.639,2023-03-27T13:13:12.639,45,medium
515,Clerk-000001,Clerk,Approve application,2023-03-27T13:35:15.763,2023-03-27T13:40:15.763,2023-03-27T13:35:15.763,59,high
521,Clerk-000008,Clerk,Check application form completeness,2023-03-27T13:30:00.000,2023-03-27T13:46:10.871,2023-03-27T13:30:00.000,61,low
521,AML Investigator-000001,AML Investigator,AML check,2023-03-27T13:46:10.871,2023-03-27T13:47:07.268,2023-03-27T13:46:10.871,18,low
521,Clerk-000002,Clerk,Check credit history,2023-03-27T13:46:10.871,2023-03-27T13:48:46.958,2023-03-27T13:46:10.871,24,low
517,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-27T13:29:27.405,2023-03-27T13:49:27.405,2023-03-27T13:29:27.405,36,medium
521,Appraiser-000002,Appraiser,Appraise property,2023-03-27T13:46:10.871,2023-03-27T14:03:37.052,2023-03-27T13:46:10.871,28,low
522,Clerk-000006,Clerk,Check application form completeness,2023-03-27T14:00:00.000,2023-03-27T14:07:38.816,2023-03-27T14:00:00.000,54,low
522,Appraiser-000001,Appraiser,Appraise property,2023-03-27T14:07:38.816,2023-03-27T14:08:55.654,2023-03-27T14:07:38.816,59,low
522,Clerk-000003,Clerk,Check credit history,2023-03-27T14:07:38.816,2023-03-27T14:09:06.679,2023-03-27T14:07:38.816,21,low
519,AML Investigator-000002,AML Investigator,AML check,2023-03-27T12:36:26.382,2023-03-27T14:17:20.731,2023-03-27T12:36:26.382,26,high
522,AML Investigator-000001,AML Investigator,AML check,2023-03-27T14:07:38.816,2023-03-27T14:21:04.280,2023-03-27T14:07:38.816,23,low
521,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-27T14:03:37.052,2023-03-27T14:23:37.052,2023-03-27T14:03:37.052,37,low
520,Clerk-000007,Clerk,Check application form completeness,2023-03-27T13:00:00.000,2023-03-27T14:24:16.898,2023-03-27T13:00:00.000,46,medium
519,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-27T14:17:20.731,2023-03-27T14:37:20.731,2023-03-27T14:17:20.731,26,high
518,Clerk-000001,Clerk,Approve application,2023-03-27T14:33:12.639,2023-03-27T14:38:12.639,2023-03-27T14:33:12.639,60,medium
520,Appraiser-000002,Appraiser,Appraise property,2023-03-27T14:24:16.898,2023-03-27T14:38:20.878,2023-03-27T14:24:16.898,48,medium
522,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-27T14:21:04.280,2023-03-27T14:41:04.280,2023-03-27T14:21:04.280,56,low
520,Clerk-000005,Clerk,Check credit history,2023-03-27T14:24:16.898,2023-03-27T14:41:21.036,2023-03-27T14:24:16.898,41,medium
519,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-27T14:37:20.731,2023-03-27T14:42:20.378,2023-03-27T14:37:20.731,18,high
522,Loan Officer-000004,Loan Officer,Design loan offer,2023-03-27T14:41:04.280,2023-03-27T14:49:02.257,2023-03-27T14:41:04.280,35,low
517,Clerk-000008,Clerk,Approve application,2023-03-27T14:49:27.405,2023-03-27T14:54:27.405,2023-03-27T14:49:27.405,56,medium
520,AML Investigator-000002,AML Investigator,AML check,2023-03-27T14:24:16.898,2023-03-27T14:56:07.731,2023-03-27T14:24:16.898,43,medium
519,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-27T14:42:20.378,2023-03-27T15:02:20.378,2023-03-27T14:42:20.378,52,high
522,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-27T14:49:02.257,2023-03-27T15:09:02.257,2023-03-27T14:49:02.257,21,low
520,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-27T14:56:07.731,2023-03-27T15:16:07.731,2023-03-27T14:56:07.731,32,medium
523,Clerk-000004,Clerk,Check application form completeness,2023-03-27T14:30:00.000,2023-03-27T15:20:09.423,2023-03-27T14:30:00.000,43,low
520,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-27T15:16:07.731,2023-03-27T15:21:14.504,2023-03-27T15:16:07.731,56,medium
524,Clerk-000002,Clerk,Check application form completeness,2023-03-27T15:00:00.000,2023-03-27T15:23:58.405,2023-03-27T15:00:00.000,43,high
524,Appraiser-000002,Appraiser,Appraise property,2023-03-27T15:23:58.405,2023-03-27T15:24:01.127,2023-03-27T15:23:58.405,22,high
524,AML Investigator-000002,AML Investigator,AML check,2023-03-27T15:23:58.405,2023-03-27T15:25:15.697,2023-03-27T15:23:58.405,58,high
523,AML Investigator-000001,AML Investigator,AML check,2023-03-27T15:20:09.423,2023-03-27T15:31:22.975,2023-03-27T15:20:09.423,59,low
521,Clerk-000003,Clerk,Reject application,2023-03-27T15:23:37.052,2023-03-27T15:33:37.052,2023-03-27T15:23:37.052,50,low
525,Clerk-000001,Clerk,Check application form completeness,2023-03-27T15:30:00.000,2023-03-27T15:36:11.467,2023-03-27T15:30:00.000,49,high
520,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-27T15:21:14.504,2023-03-27T15:41:14.504,2023-03-27T15:21:14.504,34,medium
525,Clerk-000005,Clerk,Check credit history,2023-03-27T15:36:11.467,2023-03-27T15:44:46.971,2023-03-27T15:36:11.467,42,high
523,Appraiser-000001,Appraiser,Appraise property,2023-03-27T15:20:09.423,2023-03-27T15:48:12.517,2023-03-27T15:20:09.423,64,low
523,Clerk-000006,Clerk,Check credit history,2023-03-27T15:20:09.423,2023-03-27T15:50:39.766,2023-03-27T15:20:09.423,57,low
525,Appraiser-000002,Appraiser,Appraise property,2023-03-27T15:36:11.467,2023-03-27T15:51:31.295,2023-03-27T15:36:11.467,25,high
525,AML Investigator-000002,AML Investigator,AML check,2023-03-27T15:36:11.467,2023-03-28T08:03:16.641,2023-03-27T15:36:11.467,50,high
526,Clerk-000008,Clerk,Check application form completeness,2023-03-28T08:00:00.000,2023-03-28T08:03:55.862,2023-03-27T16:00:00.000,52,medium
519,Clerk-000004,Clerk,Approve application,2023-03-28T08:00:00.000,2023-03-28T08:05:00.000,2023-03-27T16:02:20.378,31,high
522,Clerk-000002,Clerk,Cancel application,2023-03-28T08:00:00.000,2023-03-28T08:05:00.000,2023-03-27T16:09:02.257,33,low
520,Clerk-000003,Clerk,Cancel application,2023-03-28T08:00:00.000,2023-03-28T08:05:00.000,2023-03-27T16:41:14.504,49,medium
523,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-27T15:50:39.766,2023-03-28T08:10:39.766,2023-03-27T15:50:39.766,20,low
523,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-28T08:10:39.766,2023-03-28T08:14:39.307,2023-03-28T08:10:39.766,49,low
526,Appraiser-000001,Appraiser,Appraise property,2023-03-28T08:03:55.862,2023-03-28T08:23:15.481,2023-03-28T08:03:55.862,50,medium
525,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-28T08:03:16.641,2023-03-28T08:23:16.641,2023-03-28T08:03:16.641,37,high
526,AML Investigator-000001,AML Investigator,AML check,2023-03-28T08:03:55.862,2023-03-28T08:26:47.017,2023-03-28T08:03:55.862,19,medium
524,Clerk-000007,Clerk,Check credit history,2023-03-27T15:23:58.405,2023-03-28T08:29:21.792,2023-03-27T15:23:58.405,49,high
523,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-28T08:14:39.307,2023-03-28T08:34:39.307,2023-03-28T08:14:39.307,18,low
526,Clerk-000001,Clerk,Check credit history,2023-03-28T08:03:55.862,2023-03-28T08:39:32.632,2023-03-28T08:03:55.862,50,medium
524,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-28T08:29:21.792,2023-03-28T08:49:21.792,2023-03-28T08:29:21.792,46,high
527,Clerk-000005,Clerk,Check application form completeness,2023-03-28T08:30:00.000,2023-03-28T08:52:06.826,2023-03-28T08:30:00.000,41,low
527,Appraiser-000002,Appraiser,Appraise property,2023-03-28T08:52:06.826,2023-03-28T08:53:25.315,2023-03-28T08:52:06.826,53,low
524,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-28T08:49:21.792,2023-03-28T08:54:31.739,2023-03-28T08:49:21.792,25,high
526,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-28T08:39:32.632,2023-03-28T08:59:32.632,2023-03-28T08:39:32.632,48,medium
527,Clerk-000006,Clerk,Check credit history,2023-03-28T08:52:06.826,2023-03-28T09:04:20.772,2023-03-28T08:52:06.826,35,low
524,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-28T08:54:31.739,2023-03-28T09:14:31.739,2023-03-28T08:54:31.739,44,high
527,AML Investigator-000002,AML Investigator,AML check,2023-03-28T08:52:06.826,2023-03-28T09:18:34.522,2023-03-28T08:52:06.826,20,low
526,Loan Officer-000004,Loan Officer,Design loan offer,2023-03-28T08:59:32.632,2023-03-28T09:27:12.026,2023-03-28T08:59:32.632,51,medium
528,Clerk-000008,Clerk,Check application form completeness,2023-03-28T09:00:00.000,2023-03-28T09:30:27.477,2023-03-28T09:00:00.000,22,low
529,Clerk-000002,Clerk,Check application form completeness,2023-03-28T09:30:00.000,2023-03-28T09:32:09.911,2023-03-28T09:30:00.000,18,high
525,Clerk-000004,Clerk,Reject application,2023-03-28T09:23:16.641,2023-03-28T09:33:16.641,2023-03-28T09:23:16.641,52,high
528,Appraiser-000001,Appraiser,Appraise property,2023-03-28T09:30:27.477,2023-03-28T09:38:33.950,2023-03-28T09:30:27.477,23,low
527,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-28T09:18:34.522,2023-03-28T09:38:34.522,2023-03-28T09:18:34.522,57,low
527,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-28T09:38:34.522,2023-03-28T09:39:13.361,2023-03-28T09:38:34.522,53,low
523,Clerk-000001,Clerk,Cancel application,2023-03-28T09:34:39.307,2023-03-28T09:39:39.307,2023-03-28T09:34:39.307,25,low
528,AML Investigator-000001,AML Investigator,AML check,2023-03-28T09:30:27.477,2023-03-28T09:41:18.541,2023-03-28T09:30:27.477,64,low
529,Appraiser-000002,Appraiser,Appraise property,2023-03-28T09:32:09.911,2023-03-28T09:44:37.456,2023-03-28T09:32:09.911,43,high
528,Clerk-000003,Clerk,Check credit history,2023-03-28T09:30:27.477,2023-03-28T09:45:03.777,2023-03-28T09:30:27.477,29,low
526,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-28T09:27:12.026,2023-03-28T09:47:12.026,2023-03-28T09:27:12.026,22,medium
527,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-28T09:39:13.361,2023-03-28T09:59:13.361,2023-03-28T09:39:13.361,51,low
528,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-28T09:45:03.777,2023-03-28T10:05:03.777,2023-03-28T09:45:03.777,57,low
528,Loan Officer-000004,Loan Officer,Design loan offer,2023-03-28T10:05:03.777,2023-03-28T10:05:54.573,2023-03-28T10:05:03.777,42,low
529,AML Investigator-000002,AML Investigator,AML check,2023-03-28T09:32:09.911,2023-03-28T10:08:34.019,2023-03-28T09:32:09.911,55,high
524,Clerk-000006,Clerk,Approve application,2023-03-28T10:14:31.739,2023-03-28T10:19:31.739,2023-03-28T10:14:31.739,28,high
528,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-28T10:05:54.573,2023-03-28T10:25:54.573,2023-03-28T10:05:54.573,50,low
530,Clerk-000005,Clerk,Check application form completeness,2023-03-28T10:00:00.000,2023-03-28T10:28:39.323,2023-03-28T10:00:00.000,25,high
530,AML Investigator-000001,AML Investigator,AML check,2023-03-28T10:28:39.323,2023-03-28T10:30:15.807,2023-03-28T10:28:39.323,35,high
531,Clerk-000002,Clerk,Check application form completeness,2023-03-28T10:30:00.000,2023-03-28T10:35:16.478,2023-03-28T10:30:00.000,21,high
530,Appraiser-000001,Appraiser,Appraise property,2023-03-28T10:28:39.323,2023-03-28T10:35:32.628,2023-03-28T10:28:39.323,58,high
531,Appraiser-000002,Appraiser,Appraise property,2023-03-28T10:35:16.478,2023-03-28T10:38:36.988,2023-03-28T10:35:16.478,40,high
531,Clerk-000004,Clerk,Check credit history,2023-03-28T10:35:16.478,2023-03-28T10:50:59.419,2023-03-28T10:35:16.478,53,high
526,Clerk-000001,Clerk,Cancel application,2023-03-28T10:47:12.026,2023-03-28T10:52:12.026,2023-03-28T10:47:12.026,46,medium
529,Clerk-000007,Clerk,Check credit history,2023-03-28T09:32:09.911,2023-03-28T10:53:49.607,2023-03-28T09:32:09.911,47,high
527,Clerk-000003,Clerk,Cancel application,2023-03-28T10:59:13.361,2023-03-28T11:04:13.361,2023-03-28T10:59:13.361,34,low
530,Clerk-000008,Clerk,Check credit history,2023-03-28T10:28:39.323,2023-03-28T11:06:57.005,2023-03-28T10:28:39.323,37,high
529,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-28T10:53:49.607,2023-03-28T11:13:49.607,2023-03-28T10:53:49.607,57,high
532,Clerk-000006,Clerk,Check application form completeness,2023-03-28T11:00:00.000,2023-03-28T11:13:52.693,2023-03-28T11:00:00.000,36,low
530,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-28T11:06:57.005,2023-03-28T11:26:57.005,2023-03-28T11:06:57.005,62,high
528,Clerk-000002,Clerk,Cancel application,2023-03-28T11:25:54.573,2023-03-28T11:30:54.573,2023-03-28T11:25:54.573,35,low
530,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-28T11:26:57.005,2023-03-28T11:34:57.852,2023-03-28T11:26:57.005,59,high
531,AML Investigator-000002,AML Investigator,AML check,2023-03-28T10:35:16.478,2023-03-28T11:38:53.872,2023-03-28T10:35:16.478,45,high
533,Clerk-000004,Clerk,Check application form completeness,2023-03-28T11:30:00.000,2023-03-28T11:46:23.823,2023-03-28T11:30:00.000,53,high
530,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-28T11:34:57.852,2023-03-28T11:54:57.852,2023-03-28T11:34:57.852,46,high
531,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-28T11:38:53.872,2023-03-28T11:58:53.872,2023-03-28T11:38:53.872,47,high
533,Clerk-000001,Clerk,Check credit history,2023-03-28T11:46:23.823,2023-03-28T12:03:00.887,2023-03-28T11:46:23.823,33,high
532,Clerk-000005,Clerk,Check credit history,2023-03-28T11:13:52.693,2023-03-28T12:06:26.289,2023-03-28T11:13:52.693,60,low
532,Appraiser-000001,Appraiser,Appraise property,2023-03-28T11:13:52.693,2023-03-28T12:07:15.643,2023-03-28T11:13:52.693,33,low
534,Clerk-000007,Clerk,Check application form completeness,2023-03-28T12:00:00.000,2023-03-28T12:08:44.538,2023-03-28T12:00:00.000,56,medium
533,AML Investigator-000002,AML Investigator,AML check,2023-03-28T11:46:23.823,2023-03-28T12:11:46.450,2023-03-28T11:46:23.823,29,high
534,AML Investigator-000002,AML Investigator,AML check,2023-03-28T12:11:46.450,2023-03-28T12:13:48.215,2023-03-28T12:08:44.538,21,medium
533,Appraiser-000002,Appraiser,Appraise property,2023-03-28T11:46:23.823,2023-03-28T12:14:48.830,2023-03-28T11:46:23.823,21,high
529,Clerk-000008,Clerk,Reject application,2023-03-28T12:13:49.607,2023-03-28T12:23:49.607,2023-03-28T12:13:49.607,31,high
532,AML Investigator-000001,AML Investigator,AML check,2023-03-28T11:13:52.693,2023-03-28T12:26:46.516,2023-03-28T11:13:52.693,26,low
531,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-28T11:58:53.872,2023-03-28T12:28:16.209,2023-03-28T11:58:53.872,42,high
533,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-28T12:14:48.830,2023-03-28T12:34:48.830,2023-03-28T12:14:48.830,48,high
532,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-28T12:26:46.516,2023-03-28T12:46:46.516,2023-03-28T12:26:46.516,41,low
531,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-28T12:28:16.209,2023-03-28T12:48:16.209,2023-03-28T12:28:16.209,65,high
532,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-28T12:46:46.516,2023-03-28T12:57:35.518,2023-03-28T12:46:46.516,51,low
535,Clerk-000006,Clerk,Check application form completeness,2023-03-28T12:30:00.000,2023-03-28T12:59:41.710,2023-03-28T12:30:00.000,47,low
530,Clerk-000002,Clerk,Approve application,2023-03-28T12:54:57.852,2023-03-28T12:59:57.852,2023-03-28T12:54:57.852,25,high
535,Clerk-000004,Clerk,Check credit history,2023-03-28T12:59:41.710,2023-03-28T13:01:38.376,2023-03-28T12:59:41.710,57,low
533,Loan Officer-000004,Loan Officer,Design loan offer,2023-03-28T12:34:48.830,2023-03-28T13:03:46.915,2023-03-28T12:34:48.830,55,high
536,Clerk-000001,Clerk,Check application form completeness,2023-03-28T13:00:00.000,2023-03-28T13:16:08.135,2023-03-28T13:00:00.000,57,medium
535,Appraiser-000002,Appraiser,Appraise property,2023-03-28T12:59:41.710,2023-03-28T13:16:49.021,2023-03-28T12:59:41.710,46,low
532,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-28T12:57:35.518,2023-03-28T13:17:35.518,2023-03-28T12:57:35.518,23,low
536,AML Investigator-000001,AML Investigator,AML check,2023-03-28T13:16:08.135,2023-03-28T13:18:06.146,2023-03-28T13:16:08.135,30,medium
533,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-28T13:03:46.915,2023-03-28T13:23:46.915,2023-03-28T13:03:46.915,45,high
536,Appraiser-000002,Appraiser,Appraise property,2023-03-28T13:16:49.021,2023-03-28T13:24:15.748,2023-03-28T13:16:08.135,26,medium
537,Clerk-000007,Clerk,Check application form completeness,2023-03-28T13:30:00.000,2023-03-28T13:31:38.344,2023-03-28T13:30:00.000,26,high
537,Appraiser-000002,Appraiser,Appraise property,2023-03-28T13:31:38.344,2023-03-28T13:46:06.652,2023-03-28T13:31:38.344,20,high
537,Clerk-000008,Clerk,Check credit history,2023-03-28T13:31:38.344,2023-03-28T13:46:53.374,2023-03-28T13:31:38.344,36,high
535,AML Investigator-000002,AML Investigator,AML check,2023-03-28T12:59:41.710,2023-03-28T13:47:25.857,2023-03-28T12:59:41.710,42,low
534,Appraiser-000001,Appraiser,Appraise property,2023-03-28T12:08:44.538,2023-03-28T13:49:23.259,2023-03-28T12:08:44.538,35,medium
531,Clerk-000006,Clerk,Cancel application,2023-03-28T13:48:16.209,2023-03-28T13:53:16.209,2023-03-28T13:48:16.209,37,high
537,AML Investigator-000001,AML Investigator,AML check,2023-03-28T13:31:38.344,2023-03-28T13:59:59.196,2023-03-28T13:31:38.344,42,high
535,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-28T13:47:25.857,2023-03-28T14:07:25.857,2023-03-28T13:47:25.857,41,low
534,Clerk-000003,Clerk,Check credit history,2023-03-28T12:08:44.538,2023-03-28T14:07:30.464,2023-03-28T12:08:44.538,41,medium
538,Clerk-000002,Clerk,Check application form completeness,2023-03-28T14:00:00.000,2023-03-28T14:10:48.467,2023-03-28T14:00:00.000,19,high
536,Clerk-000005,Clerk,Check credit history,2023-03-28T13:16:08.135,2023-03-28T14:12:35.292,2023-03-28T13:16:08.135,30,medium
537,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-28T13:59:59.196,2023-03-28T14:19:59.196,2023-03-28T13:59:59.196,53,high
532,Clerk-000001,Clerk,Approve application,2023-03-28T14:17:35.518,2023-03-28T14:22:35.518,2023-03-28T14:17:35.518,21,low
538,Clerk-000004,Clerk,Check credit history,2023-03-28T14:10:48.467,2023-03-28T14:22:43.841,2023-03-28T14:10:48.467,51,high
534,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-28T14:07:30.464,2023-03-28T14:27:30.464,2023-03-28T14:07:30.464,33,medium
533,Clerk-000007,Clerk,Cancel application,2023-03-28T14:23:46.915,2023-03-28T14:28:46.915,2023-03-28T14:23:46.915,59,high
536,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-28T14:12:35.292,2023-03-28T14:32:35.292,2023-03-28T14:12:35.292,51,medium
534,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-28T14:27:30.464,2023-03-28T14:32:59.150,2023-03-28T14:27:30.464,33,medium
538,Appraiser-000002,Appraiser,Appraise property,2023-03-28T14:10:48.467,2023-03-28T14:40:11.925,2023-03-28T14:10:48.467,47,high
538,AML Investigator-000002,AML Investigator,AML check,2023-03-28T14:10:48.467,2023-03-28T14:43:00.319,2023-03-28T14:10:48.467,51,high
534,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-28T14:32:59.150,2023-03-28T14:52:59.150,2023-03-28T14:32:59.150,47,medium
539,Clerk-000008,Clerk,Check application form completeness,2023-03-28T14:30:00.000,2023-03-28T14:54:01.684,2023-03-28T14:30:00.000,26,medium
540,Clerk-000003,Clerk,Check application form completeness,2023-03-28T15:00:00.000,2023-03-28T15:01:39.834,2023-03-28T15:00:00.000,25,medium
538,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-28T14:43:00.319,2023-03-28T15:03:00.319,2023-03-28T14:43:00.319,31,high
539,Clerk-000006,Clerk,Check credit history,2023-03-28T14:54:01.684,2023-03-28T15:05:28.745,2023-03-28T14:54:01.684,56,medium
535,Clerk-000005,Clerk,Reject application,2023-03-28T15:07:25.857,2023-03-28T15:17:25.857,2023-03-28T15:07:25.857,38,low
540,AML Investigator-000002,AML Investigator,AML check,2023-03-28T15:01:39.834,2023-03-28T15:18:49.230,2023-03-28T15:01:39.834,29,medium
540,Clerk-000002,Clerk,Check credit history,2023-03-28T15:01:39.834,2023-03-28T15:26:25.135,2023-03-28T15:01:39.834,18,medium
